,Filepaths,Label
941,..\..\data\raw\FoodClassification\chapati\063.jpg,chapati
942,..\..\data\raw\FoodClassification\dal_makhani\244.jpg,dal_makhani
943,..\..\data\raw\FoodClassification\kadai_paneer\116.jpg,kadai_paneer
944,..\..\data\raw\FoodClassification\pizza\260.jpg,pizza
945,..\..\data\raw\FoodClassification\kadai_paneer\403.jpg,kadai_paneer
946,..\..\data\raw\FoodClassification\samosa\182.jpg,samosa
947,..\..\data\raw\FoodClassification\jalebi\205.jpg,jalebi
948,..\..\data\raw\FoodClassification\pakode\154.jpg,pakode
949,..\..\data\raw\FoodClassification\kadai_paneer\369.jpg,kadai_paneer
950,..\..\data\raw\FoodClassification\pav_bhaji\104.jpg,pav_bhaji
951,..\..\data\raw\FoodClassification\dal_makhani\224.jpg,dal_makhani
952,..\..\data\raw\FoodClassification\chai\313.jpg,chai
953,..\..\data\raw\FoodClassification\dal_makhani\015.jpg,dal_makhani
954,..\..\data\raw\FoodClassification\jalebi\276.jpg,jalebi
955,..\..\data\raw\FoodClassification\chai\127.jpg,chai
956,..\..\data\raw\FoodClassification\fried_rice\077.jpg,fried_rice
957,..\..\data\raw\FoodClassification\pizza\003.jpg,pizza
958,..\..\data\raw\FoodClassification\fried_rice\009.jpg,fried_rice
959,..\..\data\raw\FoodClassification\dhokla\052.jpg,dhokla
960,..\..\data\raw\FoodClassification\dhokla\133.jpg,dhokla
961,..\..\data\raw\FoodClassification\pav_bhaji\013.jpg,pav_bhaji
962,..\..\data\raw\FoodClassification\idli\185.jpg,idli
963,..\..\data\raw\FoodClassification\samosa\029.jpg,samosa
964,..\..\data\raw\FoodClassification\kaathi_rolls\072.jpg,kaathi_rolls
965,..\..\data\raw\FoodClassification\butter_naan\283.jpg,butter_naan
966,..\..\data\raw\FoodClassification\samosa\072.jpg,samosa
967,..\..\data\raw\FoodClassification\jalebi\120.jpg,jalebi
968,..\..\data\raw\FoodClassification\momos\242.jpg,momos
969,..\..\data\raw\FoodClassification\chapati\177.jpg,chapati
970,..\..\data\raw\FoodClassification\pav_bhaji\204.jpg,pav_bhaji
971,..\..\data\raw\FoodClassification\masala_dosa\165.jpg,masala_dosa
972,..\..\data\raw\FoodClassification\chai\250.jpg,chai
973,..\..\data\raw\FoodClassification\pakode\167.jpg,pakode
974,..\..\data\raw\FoodClassification\burger\254.jpg,burger
975,..\..\data\raw\FoodClassification\dhokla\146.jpg,dhokla
976,..\..\data\raw\FoodClassification\kaathi_rolls\012.jpg,kaathi_rolls
977,..\..\data\raw\FoodClassification\idli\191.jpg,idli
978,..\..\data\raw\FoodClassification\dhokla\039.jpg,dhokla
979,..\..\data\raw\FoodClassification\idli\147.jpg,idli
980,..\..\data\raw\FoodClassification\fried_rice\314.jpg,fried_rice
981,..\..\data\raw\FoodClassification\samosa\026.jpg,samosa
982,..\..\data\raw\FoodClassification\kaathi_rolls\056.jpg,kaathi_rolls
983,..\..\data\raw\FoodClassification\pizza\072.jpg,pizza
984,..\..\data\raw\FoodClassification\fried_rice\078.jpg,fried_rice
985,..\..\data\raw\FoodClassification\masala_dosa\035.jpg,masala_dosa
986,..\..\data\raw\FoodClassification\pav_bhaji\092.jpg,pav_bhaji
987,..\..\data\raw\FoodClassification\dhokla\037.jpg,dhokla
988,..\..\data\raw\FoodClassification\kadai_paneer\065.jpg,kadai_paneer
989,..\..\data\raw\FoodClassification\chole_bhature\374.jpg,chole_bhature
990,..\..\data\raw\FoodClassification\jalebi\150.jpg,jalebi
991,..\..\data\raw\FoodClassification\chole_bhature\060.jpg,chole_bhature
992,..\..\data\raw\FoodClassification\kadai_paneer\101.jpg,kadai_paneer
993,..\..\data\raw\FoodClassification\burger\272.jpg,burger
994,..\..\data\raw\FoodClassification\chole_bhature\325.jpg,chole_bhature
995,..\..\data\raw\FoodClassification\chapati\145.jpg,chapati
996,..\..\data\raw\FoodClassification\kadai_paneer\040.jpg,kadai_paneer
997,..\..\data\raw\FoodClassification\pav_bhaji\040.jpg,pav_bhaji
998,..\..\data\raw\FoodClassification\butter_naan\306.jpg,butter_naan
999,..\..\data\raw\FoodClassification\momos\210.jpg,momos
1000,..\..\data\raw\FoodClassification\dhokla\047.jpg,dhokla
1001,..\..\data\raw\FoodClassification\kadai_paneer\128.jpg,kadai_paneer
1002,..\..\data\raw\FoodClassification\momos\021.jpg,momos
1003,..\..\data\raw\FoodClassification\butter_naan\121.jpg,butter_naan
1004,..\..\data\raw\FoodClassification\pav_bhaji\070.jpg,pav_bhaji
1005,..\..\data\raw\FoodClassification\kaathi_rolls\014.jpg,kaathi_rolls
1006,..\..\data\raw\FoodClassification\dal_makhani\020.jpg,dal_makhani
1007,..\..\data\raw\FoodClassification\momos\042.jpg,momos
1008,..\..\data\raw\FoodClassification\masala_dosa\103.jpg,masala_dosa
1009,..\..\data\raw\FoodClassification\pakode\174.jpg,pakode
1010,..\..\data\raw\FoodClassification\idli\197.jpg,idli
1011,..\..\data\raw\FoodClassification\momos\259.jpg,momos
1012,..\..\data\raw\FoodClassification\momos\036.jpg,momos
1013,..\..\data\raw\FoodClassification\kulfi\014.jpg,kulfi
1014,..\..\data\raw\FoodClassification\dal_makhani\002.jpg,dal_makhani
1015,..\..\data\raw\FoodClassification\kaathi_rolls\192.jpg,kaathi_rolls
1016,..\..\data\raw\FoodClassification\pakode\012.jpg,pakode
1017,..\..\data\raw\FoodClassification\masala_dosa\161.jpg,masala_dosa
1018,..\..\data\raw\FoodClassification\kadai_paneer\074.jpg,kadai_paneer
1019,..\..\data\raw\FoodClassification\dal_makhani\176.jpg,dal_makhani
1020,..\..\data\raw\FoodClassification\chole_bhature\248.jpg,chole_bhature
1021,..\..\data\raw\FoodClassification\butter_naan\097.jpg,butter_naan
1022,..\..\data\raw\FoodClassification\samosa\023.jpg,samosa
1023,..\..\data\raw\FoodClassification\chapati\263.jpg,chapati
1024,..\..\data\raw\FoodClassification\dhokla\043.jpg,dhokla
1025,..\..\data\raw\FoodClassification\momos\302.jpg,momos
1026,..\..\data\raw\FoodClassification\samosa\137.jpg,samosa
1027,..\..\data\raw\FoodClassification\pav_bhaji\238.jpg,pav_bhaji
1028,..\..\data\raw\FoodClassification\dal_makhani\160.jpg,dal_makhani
1029,..\..\data\raw\FoodClassification\chai\196.jpg,chai
1030,..\..\data\raw\FoodClassification\chapati\108.jpg,chapati
1031,..\..\data\raw\FoodClassification\pakode\169.jpg,pakode
1032,..\..\data\raw\FoodClassification\burger\083.jpg,burger
1033,..\..\data\raw\FoodClassification\jalebi\093.jpg,jalebi
1034,..\..\data\raw\FoodClassification\dal_makhani\193.jpg,dal_makhani
1035,..\..\data\raw\FoodClassification\fried_rice\238.jpg,fried_rice
1036,..\..\data\raw\FoodClassification\masala_dosa\116.jpg,masala_dosa
1037,..\..\data\raw\FoodClassification\fried_rice\206.jpg,fried_rice
1038,..\..\data\raw\FoodClassification\samosa\090.jpg,samosa
1039,..\..\data\raw\FoodClassification\samosa\199.jpg,samosa
1040,..\..\data\raw\FoodClassification\burger\184.jpg,burger
1041,..\..\data\raw\FoodClassification\burger\204.jpg,burger
1042,..\..\data\raw\FoodClassification\chole_bhature\283.jpg,chole_bhature
1043,..\..\data\raw\FoodClassification\chole_bhature\360.jpg,chole_bhature
1044,..\..\data\raw\FoodClassification\fried_rice\143.jpg,fried_rice
1045,..\..\data\raw\FoodClassification\paani_puri\006.jpg,paani_puri
1046,..\..\data\raw\FoodClassification\idli\287.jpg,idli
1047,..\..\data\raw\FoodClassification\momos\315.jpg,momos
1048,..\..\data\raw\FoodClassification\masala_dosa\198.jpg,masala_dosa
1049,..\..\data\raw\FoodClassification\kaathi_rolls\018.jpg,kaathi_rolls
1050,..\..\data\raw\FoodClassification\masala_dosa\248.jpg,masala_dosa
1051,..\..\data\raw\FoodClassification\fried_rice\145.jpg,fried_rice
1052,..\..\data\raw\FoodClassification\pav_bhaji\184.jpg,pav_bhaji
1053,..\..\data\raw\FoodClassification\dhokla\211.jpg,dhokla
1054,..\..\data\raw\FoodClassification\chole_bhature\315.jpg,chole_bhature
1055,..\..\data\raw\FoodClassification\kulfi\054.jpg,kulfi
1056,..\..\data\raw\FoodClassification\chai\362.jpg,chai
1057,..\..\data\raw\FoodClassification\pav_bhaji\323.jpg,pav_bhaji
1058,..\..\data\raw\FoodClassification\butter_naan\113.jpg,butter_naan
1059,..\..\data\raw\FoodClassification\dal_makhani\120.jpg,dal_makhani
1060,..\..\data\raw\FoodClassification\dhokla\180.jpg,dhokla
1061,..\..\data\raw\FoodClassification\samosa\176.jpg,samosa
1062,..\..\data\raw\FoodClassification\samosa\256.jpg,samosa
1063,..\..\data\raw\FoodClassification\dhokla\121.jpg,dhokla
1064,..\..\data\raw\FoodClassification\burger\288.jpg,burger
1065,..\..\data\raw\FoodClassification\chapati\292.jpg,chapati
1066,..\..\data\raw\FoodClassification\butter_naan\298.jpg,butter_naan
1067,..\..\data\raw\FoodClassification\momos\141.jpg,momos
1068,..\..\data\raw\FoodClassification\pakode\127.jpg,pakode
1069,..\..\data\raw\FoodClassification\chai\073.jpg,chai
1070,..\..\data\raw\FoodClassification\dal_makhani\236.jpg,dal_makhani
1071,..\..\data\raw\FoodClassification\chole_bhature\307.jpg,chole_bhature
1072,..\..\data\raw\FoodClassification\dhokla\088.jpg,dhokla
1073,..\..\data\raw\FoodClassification\kadai_paneer\028.jpg,kadai_paneer
1074,..\..\data\raw\FoodClassification\chole_bhature\321.jpg,chole_bhature
1075,..\..\data\raw\FoodClassification\kulfi\216.jpg,kulfi
1076,..\..\data\raw\FoodClassification\chai\046.jpg,chai
1077,..\..\data\raw\FoodClassification\chai\304.jpg,chai
1078,..\..\data\raw\FoodClassification\dal_makhani\030.jpg,dal_makhani
1079,..\..\data\raw\FoodClassification\kadai_paneer\001.jpg,kadai_paneer
1080,..\..\data\raw\FoodClassification\chai\375.jpg,chai
1081,..\..\data\raw\FoodClassification\fried_rice\222.jpg,fried_rice
1082,..\..\data\raw\FoodClassification\kadai_paneer\054.jpg,kadai_paneer
1083,..\..\data\raw\FoodClassification\pizza\227.jpg,pizza
1084,..\..\data\raw\FoodClassification\chai\145.jpg,chai
1085,..\..\data\raw\FoodClassification\dhokla\060.jpg,dhokla
1086,..\..\data\raw\FoodClassification\jalebi\283.jpg,jalebi
1087,..\..\data\raw\FoodClassification\dhokla\089.jpg,dhokla
1088,..\..\data\raw\FoodClassification\chole_bhature\237.jpg,chole_bhature
1089,..\..\data\raw\FoodClassification\pav_bhaji\203.jpg,pav_bhaji
1090,..\..\data\raw\FoodClassification\masala_dosa\272.jpg,masala_dosa
1091,..\..\data\raw\FoodClassification\momos\003.jpg,momos
1092,..\..\data\raw\FoodClassification\kadai_paneer\061.jpg,kadai_paneer
1093,..\..\data\raw\FoodClassification\paani_puri\044.jpg,paani_puri
1094,..\..\data\raw\FoodClassification\idli\237.jpg,idli
1095,..\..\data\raw\FoodClassification\kadai_paneer\097.jpg,kadai_paneer
1096,..\..\data\raw\FoodClassification\masala_dosa\014.jpg,masala_dosa
1097,..\..\data\raw\FoodClassification\fried_rice\014.jpg,fried_rice
1098,..\..\data\raw\FoodClassification\pakode\017.jpg,pakode
1099,..\..\data\raw\FoodClassification\paani_puri\042.jpg,paani_puri
1100,..\..\data\raw\FoodClassification\dal_makhani\072.jpg,dal_makhani
1101,..\..\data\raw\FoodClassification\dhokla\153.jpg,dhokla
1102,..\..\data\raw\FoodClassification\pizza\135.jpg,pizza
1103,..\..\data\raw\FoodClassification\fried_rice\174.jpg,fried_rice
1104,..\..\data\raw\FoodClassification\momos\083.jpg,momos
1105,..\..\data\raw\FoodClassification\dal_makhani\023.jpg,dal_makhani
1106,..\..\data\raw\FoodClassification\butter_naan\074.jpg,butter_naan
1107,..\..\data\raw\FoodClassification\fried_rice\103.jpg,fried_rice
1108,..\..\data\raw\FoodClassification\kadai_paneer\092.jpg,kadai_paneer
1109,..\..\data\raw\FoodClassification\pav_bhaji\024.jpg,pav_bhaji
1110,..\..\data\raw\FoodClassification\butter_naan\150.jpg,butter_naan
1111,..\..\data\raw\FoodClassification\samosa\088.jpg,samosa
1112,..\..\data\raw\FoodClassification\chole_bhature\018.jpg,chole_bhature
1113,..\..\data\raw\FoodClassification\chapati\383.jpg,chapati
1114,..\..\data\raw\FoodClassification\paani_puri\040.jpg,paani_puri
1115,..\..\data\raw\FoodClassification\butter_naan\301.jpg,butter_naan
1116,..\..\data\raw\FoodClassification\kaathi_rolls\051.jpg,kaathi_rolls
1117,..\..\data\raw\FoodClassification\burger\283.jpg,burger
1118,..\..\data\raw\FoodClassification\chapati\337.jpg,chapati
1119,..\..\data\raw\FoodClassification\kaathi_rolls\038.jpg,kaathi_rolls
1120,..\..\data\raw\FoodClassification\chai\005.jpg,chai
1121,..\..\data\raw\FoodClassification\chai\070.jpg,chai
1122,..\..\data\raw\FoodClassification\dal_makhani\293.jpg,dal_makhani
1123,..\..\data\raw\FoodClassification\samosa\147.jpg,samosa
1124,..\..\data\raw\FoodClassification\pav_bhaji\315.jpg,pav_bhaji
1125,..\..\data\raw\FoodClassification\masala_dosa\291.jpg,masala_dosa
1126,..\..\data\raw\FoodClassification\pizza\217.jpg,pizza
1127,..\..\data\raw\FoodClassification\kadai_paneer\245.jpg,kadai_paneer
1128,..\..\data\raw\FoodClassification\kadai_paneer\357.jpg,kadai_paneer
1129,..\..\data\raw\FoodClassification\chole_bhature\189.jpg,chole_bhature
1130,..\..\data\raw\FoodClassification\dhokla\095.jpg,dhokla
1131,..\..\data\raw\FoodClassification\chole_bhature\328.jpg,chole_bhature
1132,..\..\data\raw\FoodClassification\samosa\219.jpg,samosa
1133,..\..\data\raw\FoodClassification\fried_rice\054.jpg,fried_rice
1134,..\..\data\raw\FoodClassification\pizza\062.jpg,pizza
1135,..\..\data\raw\FoodClassification\pizza\202.jpg,pizza
1136,..\..\data\raw\FoodClassification\pizza\254.jpg,pizza
1137,..\..\data\raw\FoodClassification\butter_naan\037.jpg,butter_naan
1138,..\..\data\raw\FoodClassification\chai\008.jpg,chai
1139,..\..\data\raw\FoodClassification\pakode\175.jpg,pakode
1140,..\..\data\raw\FoodClassification\dal_makhani\289.jpg,dal_makhani
1141,..\..\data\raw\FoodClassification\samosa\133.jpg,samosa
1142,..\..\data\raw\FoodClassification\paani_puri\030.jpg,paani_puri
1143,..\..\data\raw\FoodClassification\kadai_paneer\025.jpg,kadai_paneer
1144,..\..\data\raw\FoodClassification\kulfi\144.jpg,kulfi
1145,..\..\data\raw\FoodClassification\idli\094.jpg,idli
1146,..\..\data\raw\FoodClassification\chapati\020.jpg,chapati
1147,..\..\data\raw\FoodClassification\chole_bhature\005.jpg,chole_bhature
1148,..\..\data\raw\FoodClassification\fried_rice\102.jpg,fried_rice
1149,..\..\data\raw\FoodClassification\pizza\244.jpg,pizza
1150,..\..\data\raw\FoodClassification\chai\263.jpg,chai
1151,..\..\data\raw\FoodClassification\idli\194.jpg,idli
1152,..\..\data\raw\FoodClassification\chai\042.jpg,chai
1153,..\..\data\raw\FoodClassification\chapati\016.jpg,chapati
1154,..\..\data\raw\FoodClassification\paani_puri\009.jpg,paani_puri
1155,..\..\data\raw\FoodClassification\dal_makhani\269.jpg,dal_makhani
1156,..\..\data\raw\FoodClassification\chole_bhature\028.jpg,chole_bhature
1157,..\..\data\raw\FoodClassification\chapati\148.jpg,chapati
1158,..\..\data\raw\FoodClassification\chapati\198.jpg,chapati
1159,..\..\data\raw\FoodClassification\fried_rice\321.jpg,fried_rice
1160,..\..\data\raw\FoodClassification\kulfi\135.jpg,kulfi
1161,..\..\data\raw\FoodClassification\chai\048.jpg,chai
1162,..\..\data\raw\FoodClassification\masala_dosa\055.jpg,masala_dosa
1163,..\..\data\raw\FoodClassification\butter_naan\320.jpg,butter_naan
1164,..\..\data\raw\FoodClassification\kadai_paneer\136.jpg,kadai_paneer
1165,..\..\data\raw\FoodClassification\paani_puri\026.jpg,paani_puri
1166,..\..\data\raw\FoodClassification\masala_dosa\307.jpg,masala_dosa
1167,..\..\data\raw\FoodClassification\momos\249.jpg,momos
1168,..\..\data\raw\FoodClassification\kadai_paneer\181.jpg,kadai_paneer
1169,..\..\data\raw\FoodClassification\chole_bhature\240.jpg,chole_bhature
1170,..\..\data\raw\FoodClassification\fried_rice\198.jpg,fried_rice
1171,..\..\data\raw\FoodClassification\burger\284.jpg,burger
1172,..\..\data\raw\FoodClassification\dhokla\216.jpg,dhokla
1173,..\..\data\raw\FoodClassification\jalebi\041.jpg,jalebi
1174,..\..\data\raw\FoodClassification\chole_bhature\229.jpg,chole_bhature
1175,..\..\data\raw\FoodClassification\kaathi_rolls\204.jpg,kaathi_rolls
1176,..\..\data\raw\FoodClassification\butter_naan\142.jpg,butter_naan
1177,..\..\data\raw\FoodClassification\butter_naan\191.jpg,butter_naan
1178,..\..\data\raw\FoodClassification\chai\004.jpg,chai
1179,..\..\data\raw\FoodClassification\chai\181.jpg,chai
1180,..\..\data\raw\FoodClassification\chole_bhature\041.jpg,chole_bhature
1181,..\..\data\raw\FoodClassification\chole_bhature\397.jpg,chole_bhature
1182,..\..\data\raw\FoodClassification\momos\057.jpg,momos
1183,..\..\data\raw\FoodClassification\jalebi\047.jpg,jalebi
1184,..\..\data\raw\FoodClassification\kadai_paneer\213.jpg,kadai_paneer
1185,..\..\data\raw\FoodClassification\chapati\001.jpg,chapati
1186,..\..\data\raw\FoodClassification\burger\087.jpg,burger
1187,..\..\data\raw\FoodClassification\butter_naan\146.jpg,butter_naan
1188,..\..\data\raw\FoodClassification\paani_puri\056.jpg,paani_puri
1189,..\..\data\raw\FoodClassification\chai\317.jpg,chai
1190,..\..\data\raw\FoodClassification\butter_naan\111.jpg,butter_naan
1191,..\..\data\raw\FoodClassification\butter_naan\266.jpg,butter_naan
1192,..\..\data\raw\FoodClassification\fried_rice\043.jpg,fried_rice
1193,..\..\data\raw\FoodClassification\dhokla\195.jpg,dhokla
1194,..\..\data\raw\FoodClassification\kaathi_rolls\020.jpg,kaathi_rolls
1195,..\..\data\raw\FoodClassification\chai\207.jpg,chai
1196,..\..\data\raw\FoodClassification\dal_makhani\133.jpg,dal_makhani
1197,..\..\data\raw\FoodClassification\idli\255.jpg,idli
1198,..\..\data\raw\FoodClassification\burger\132.jpg,burger
1199,..\..\data\raw\FoodClassification\pav_bhaji\346.jpg,pav_bhaji
1200,..\..\data\raw\FoodClassification\kaathi_rolls\117.jpg,kaathi_rolls
1201,..\..\data\raw\FoodClassification\pizza\036.jpg,pizza
1202,..\..\data\raw\FoodClassification\pav_bhaji\108.jpg,pav_bhaji
1203,..\..\data\raw\FoodClassification\burger\045.jpg,burger
1204,..\..\data\raw\FoodClassification\butter_naan\177.jpg,butter_naan
1205,..\..\data\raw\FoodClassification\samosa\126.jpg,samosa
1206,..\..\data\raw\FoodClassification\kaathi_rolls\249.jpg,kaathi_rolls
1207,..\..\data\raw\FoodClassification\chole_bhature\008.jpg,chole_bhature
1208,..\..\data\raw\FoodClassification\dal_makhani\243.jpg,dal_makhani
1209,..\..\data\raw\FoodClassification\samosa\239.jpg,samosa
1210,..\..\data\raw\FoodClassification\dhokla\157.jpg,dhokla
1211,..\..\data\raw\FoodClassification\idli\096.jpg,idli
1212,..\..\data\raw\FoodClassification\masala_dosa\172.jpg,masala_dosa
1213,..\..\data\raw\FoodClassification\kadai_paneer\379.jpg,kadai_paneer
1214,..\..\data\raw\FoodClassification\fried_rice\319.jpg,fried_rice
1215,..\..\data\raw\FoodClassification\kadai_paneer\406.jpg,kadai_paneer
1216,..\..\data\raw\FoodClassification\kaathi_rolls\285.jpg,kaathi_rolls
1217,..\..\data\raw\FoodClassification\dal_makhani\113.jpg,dal_makhani
1218,..\..\data\raw\FoodClassification\jalebi\030.jpg,jalebi
1219,..\..\data\raw\FoodClassification\pizza\007.jpg,pizza
1220,..\..\data\raw\FoodClassification\pav_bhaji\043.jpg,pav_bhaji
1221,..\..\data\raw\FoodClassification\chole_bhature\339.jpg,chole_bhature
1222,..\..\data\raw\FoodClassification\masala_dosa\092.jpg,masala_dosa
1223,..\..\data\raw\FoodClassification\kadai_paneer\067.jpg,kadai_paneer
1224,..\..\data\raw\FoodClassification\chole_bhature\157.jpg,chole_bhature
1225,..\..\data\raw\FoodClassification\momos\095.jpg,momos
1226,..\..\data\raw\FoodClassification\butter_naan\291.jpg,butter_naan
1227,..\..\data\raw\FoodClassification\idli\095.jpg,idli
1228,..\..\data\raw\FoodClassification\dal_makhani\206.jpg,dal_makhani
1229,..\..\data\raw\FoodClassification\dhokla\288.jpg,dhokla
1230,..\..\data\raw\FoodClassification\kadai_paneer\272.jpg,kadai_paneer
1231,..\..\data\raw\FoodClassification\momos\304.jpg,momos
1232,..\..\data\raw\FoodClassification\kulfi\157.jpg,kulfi
1233,..\..\data\raw\FoodClassification\pakode\097.jpg,pakode
1234,..\..\data\raw\FoodClassification\chai\231.jpg,chai
1235,..\..\data\raw\FoodClassification\dal_makhani\142.jpg,dal_makhani
1236,..\..\data\raw\FoodClassification\dal_makhani\155.jpg,dal_makhani
1237,..\..\data\raw\FoodClassification\fried_rice\097.jpg,fried_rice
1238,..\..\data\raw\FoodClassification\chai\348.jpg,chai
1239,..\..\data\raw\FoodClassification\idli\118.jpg,idli
1240,..\..\data\raw\FoodClassification\masala_dosa\263.jpg,masala_dosa
1241,..\..\data\raw\FoodClassification\kulfi\128.jpg,kulfi
1242,..\..\data\raw\FoodClassification\chole_bhature\026.jpg,chole_bhature
1243,..\..\data\raw\FoodClassification\kulfi\224.jpg,kulfi
1244,..\..\data\raw\FoodClassification\dhokla\172.jpg,dhokla
1245,..\..\data\raw\FoodClassification\kadai_paneer\249.jpg,kadai_paneer
1246,..\..\data\raw\FoodClassification\momos\314.jpg,momos
1247,..\..\data\raw\FoodClassification\chai\315.jpg,chai
1248,..\..\data\raw\FoodClassification\kulfi\024.jpg,kulfi
1249,..\..\data\raw\FoodClassification\jalebi\127.jpg,jalebi
1250,..\..\data\raw\FoodClassification\chapati\119.jpg,chapati
1251,..\..\data\raw\FoodClassification\fried_rice\266.jpg,fried_rice
1252,..\..\data\raw\FoodClassification\pav_bhaji\288.jpg,pav_bhaji
1253,..\..\data\raw\FoodClassification\chapati\202.jpg,chapati
1254,..\..\data\raw\FoodClassification\samosa\235.jpg,samosa
1255,..\..\data\raw\FoodClassification\pav_bhaji\320.jpg,pav_bhaji
1256,..\..\data\raw\FoodClassification\paani_puri\036.jpg,paani_puri
1257,..\..\data\raw\FoodClassification\pav_bhaji\061.jpg,pav_bhaji
1258,..\..\data\raw\FoodClassification\kulfi\002.jpg,kulfi
1259,..\..\data\raw\FoodClassification\idli\125.jpg,idli
1260,..\..\data\raw\FoodClassification\kulfi\133.jpg,kulfi
1261,..\..\data\raw\FoodClassification\momos\086.jpg,momos
1262,..\..\data\raw\FoodClassification\kaathi_rolls\205.jpg,kaathi_rolls
1263,..\..\data\raw\FoodClassification\burger\307.jpg,burger
1264,..\..\data\raw\FoodClassification\dal_makhani\034.jpg,dal_makhani
1265,..\..\data\raw\FoodClassification\burger\202.jpg,burger
1266,..\..\data\raw\FoodClassification\idli\257.jpg,idli
1267,..\..\data\raw\FoodClassification\pakode\027.jpg,pakode
1268,..\..\data\raw\FoodClassification\jalebi\159.jpg,jalebi
1269,..\..\data\raw\FoodClassification\kadai_paneer\029.jpg,kadai_paneer
1270,..\..\data\raw\FoodClassification\pav_bhaji\283.jpg,pav_bhaji
1271,..\..\data\raw\FoodClassification\jalebi\170.jpg,jalebi
1272,..\..\data\raw\FoodClassification\chapati\096.jpg,chapati
1273,..\..\data\raw\FoodClassification\idli\116.jpg,idli
1274,..\..\data\raw\FoodClassification\chapati\134.jpg,chapati
1275,..\..\data\raw\FoodClassification\kulfi\156.jpg,kulfi
1276,..\..\data\raw\FoodClassification\pav_bhaji\128.jpg,pav_bhaji
1277,..\..\data\raw\FoodClassification\kadai_paneer\322.jpg,kadai_paneer
1278,..\..\data\raw\FoodClassification\kadai_paneer\182.jpg,kadai_paneer
1279,..\..\data\raw\FoodClassification\masala_dosa\150.jpg,masala_dosa
1280,..\..\data\raw\FoodClassification\idli\291.jpg,idli
1281,..\..\data\raw\FoodClassification\pakode\243.jpg,pakode
1282,..\..\data\raw\FoodClassification\masala_dosa\012.jpg,masala_dosa
1283,..\..\data\raw\FoodClassification\kulfi\192.jpg,kulfi
1284,..\..\data\raw\FoodClassification\idli\084.jpg,idli
1285,..\..\data\raw\FoodClassification\masala_dosa\241.jpg,masala_dosa
1286,..\..\data\raw\FoodClassification\kadai_paneer\274.jpg,kadai_paneer
1287,..\..\data\raw\FoodClassification\idli\183.jpg,idli
1288,..\..\data\raw\FoodClassification\pav_bhaji\328.jpg,pav_bhaji
1289,..\..\data\raw\FoodClassification\butter_naan\140.jpg,butter_naan
1290,..\..\data\raw\FoodClassification\kadai_paneer\389.jpg,kadai_paneer
1291,..\..\data\raw\FoodClassification\kulfi\041.jpg,kulfi
1292,..\..\data\raw\FoodClassification\dhokla\217.jpg,dhokla
1293,..\..\data\raw\FoodClassification\idli\186.jpg,idli
1294,..\..\data\raw\FoodClassification\burger\075.jpg,burger
1295,..\..\data\raw\FoodClassification\chai\266.jpg,chai
1296,..\..\data\raw\FoodClassification\butter_naan\178.jpg,butter_naan
1297,..\..\data\raw\FoodClassification\kaathi_rolls\146.jpg,kaathi_rolls
1298,..\..\data\raw\FoodClassification\kadai_paneer\280.jpg,kadai_paneer
1299,..\..\data\raw\FoodClassification\kadai_paneer\248.jpg,kadai_paneer
1300,..\..\data\raw\FoodClassification\masala_dosa\189.jpg,masala_dosa
1301,..\..\data\raw\FoodClassification\masala_dosa\127.jpg,masala_dosa
1302,..\..\data\raw\FoodClassification\chole_bhature\012.jpg,chole_bhature
1303,..\..\data\raw\FoodClassification\kaathi_rolls\179.jpg,kaathi_rolls
1304,..\..\data\raw\FoodClassification\kadai_paneer\183.jpg,kadai_paneer
1305,..\..\data\raw\FoodClassification\chai\166.jpg,chai
1306,..\..\data\raw\FoodClassification\dhokla\194.jpg,dhokla
1307,..\..\data\raw\FoodClassification\fried_rice\299.jpg,fried_rice
1308,..\..\data\raw\FoodClassification\butter_naan\286.jpg,butter_naan
1309,..\..\data\raw\FoodClassification\butter_naan\077.jpg,butter_naan
1310,..\..\data\raw\FoodClassification\chapati\249.jpg,chapati
1311,..\..\data\raw\FoodClassification\idli\243.jpg,idli
1312,..\..\data\raw\FoodClassification\kulfi\161.jpg,kulfi
1313,..\..\data\raw\FoodClassification\chai\233.jpg,chai
1314,..\..\data\raw\FoodClassification\chole_bhature\305.jpg,chole_bhature
1315,..\..\data\raw\FoodClassification\chapati\114.jpg,chapati
1316,..\..\data\raw\FoodClassification\chole_bhature\074.jpg,chole_bhature
1317,..\..\data\raw\FoodClassification\dhokla\074.jpg,dhokla
1318,..\..\data\raw\FoodClassification\kaathi_rolls\109.jpg,kaathi_rolls
1319,..\..\data\raw\FoodClassification\chai\276.jpg,chai
1320,..\..\data\raw\FoodClassification\kulfi\098.jpg,kulfi
1321,..\..\data\raw\FoodClassification\pizza\139.jpg,pizza
1322,..\..\data\raw\FoodClassification\kulfi\220.jpg,kulfi
1323,..\..\data\raw\FoodClassification\pav_bhaji\079.jpg,pav_bhaji
1324,..\..\data\raw\FoodClassification\pizza\015.jpg,pizza
1325,..\..\data\raw\FoodClassification\pizza\054.jpg,pizza
1326,..\..\data\raw\FoodClassification\butter_naan\078.jpg,butter_naan
1327,..\..\data\raw\FoodClassification\momos\105.jpg,momos
1328,..\..\data\raw\FoodClassification\chapati\116.jpg,chapati
1329,..\..\data\raw\FoodClassification\kadai_paneer\384.jpg,kadai_paneer
